id,image,target_filename,color,water,style,theme,subject,lighting,scene,distractor,generation_prompt,negative_prompt,training_answer_json,split,batch_id
jade-gen-0074,data/generated_jade_liveroom_training_images/sample-0074.png,sample-0074.png,蓝水,高冰,手镯,,a round jade bangle standing slightly upright on a small acrylic rest,"jewelry catalog photo, warm side light, beige stone surface",liveroom,"vertical live-commerce room scene, a female presenter is explaining the jade piece, face and torso visible but slightly behind focus, both hands presenting the jade under bright studio lights, blurred shelves of jewelry in the background","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a round jade bangle standing slightly upright on a small acrylic rest. vertical live-commerce room scene, a female presenter is explaining the jade piece, face and torso visible but slightly behind focus, both hands presenting the jade under bright studio lights, blurred shelves of jewelry in the background. Material and color: blue-water jade, cool blue green with darker watery tone. Water quality: high-ice jade, very translucent, strong luster, fine clean texture. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. jewelry catalog photo, warm side light, beige stone surface.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""蓝水"", ""style"": ""手镯"", ""theme"": """", ""water"": ""高冰""}",train,jade-synthetic-liveroom-v1
jade-gen-0075,data/generated_jade_liveroom_training_images/sample-0075.png,sample-0075.png,蓝水,冰种,平安扣,,"a round jade safety buckle pendant, circular disc with a clean central hole","soft daylight product photography, neutral gray background",liveroom,"jade livestream selling desk, presenter is speaking while pointing at the item, one hand and part of the upper body visible, face partially visible at the edge of frame, phone tripod and softbox reflections in the room","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a round jade safety buckle pendant, circular disc with a clean central hole. jade livestream selling desk, presenter is speaking while pointing at the item, one hand and part of the upper body visible, face partially visible at the edge of frame, phone tripod and softbox reflections in the room. Material and color: blue-water jade, cool blue green with darker watery tone. Water quality: ice-type jade, translucent and clean, visible watery depth. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. soft daylight product photography, neutral gray background.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""蓝水"", ""style"": ""平安扣"", ""theme"": """", ""water"": ""冰种""}",train,jade-synthetic-liveroom-v1
jade-gen-0076,data/generated_jade_liveroom_training_images/sample-0076.png,sample-0076.png,蓝水,糯冰,珠串,,"a jade bead bracelet, individual polished round beads clearly visible","studio product photo, softbox reflection, matte black background",liveroom,"busy live sales counter, host holding the jade item above a velvet tray, human hand, wrist, upper body and face visible as natural distractors, other jade pieces softly blurred in the background","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a jade bead bracelet, individual polished round beads clearly visible. busy live sales counter, host holding the jade item above a velvet tray, human hand, wrist, upper body and face visible as natural distractors, other jade pieces softly blurred in the background. Material and color: blue-water jade, cool blue green with darker watery tone. Water quality: waxy-ice jade, semi-translucent, slightly cloudy but still icy. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. studio product photo, softbox reflection, matte black background.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""蓝水"", ""style"": ""珠串"", ""theme"": """", ""water"": ""糯冰""}",train,jade-synthetic-liveroom-v1
jade-gen-0077,data/generated_jade_liveroom_training_images/sample-0077.png,sample-0077.png,蓝水,糯种,蛋面,,"a loose oval jade cabochon gemstone, domed top, no metal setting","macro product photography, white acrylic base, clean shadow",liveroom,"live-stream jade sales room, a host is talking about the jade item, upper body and face visible behind the product, one hand holding the jade close to the camera, soft ring light reflection, display trays in the background","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a loose oval jade cabochon gemstone, domed top, no metal setting. live-stream jade sales room, a host is talking about the jade item, upper body and face visible behind the product, one hand holding the jade close to the camera, soft ring light reflection, display trays in the background. Material and color: blue-water jade, cool blue green with darker watery tone. Water quality: waxy jade, soft cloudy translucency, fine waxy texture. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. macro product photography, white acrylic base, clean shadow.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""蓝水"", ""style"": ""蛋面"", ""theme"": """", ""water"": ""糯种""}",train,jade-synthetic-liveroom-v1
jade-gen-0078,data/generated_jade_liveroom_training_images/sample-0078.png,sample-0078.png,蓝水,豆种,戒面,,"a polished oval jade ring-face stone, flatter than a cabochon, no metal setting","jewelry catalog photo, warm side light, beige stone surface",liveroom,"vertical live-commerce room scene, a female presenter is explaining the jade piece, face and torso visible but slightly behind focus, both hands presenting the jade under bright studio lights, blurred shelves of jewelry in the background","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a polished oval jade ring-face stone, flatter than a cabochon, no metal setting. vertical live-commerce room scene, a female presenter is explaining the jade piece, face and torso visible but slightly behind focus, both hands presenting the jade under bright studio lights, blurred shelves of jewelry in the background. Material and color: blue-water jade, cool blue green with darker watery tone. Water quality: bean-type jade, low translucency, visible granular texture. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. jewelry catalog photo, warm side light, beige stone surface.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""蓝水"", ""style"": ""戒面"", ""theme"": """", ""water"": ""豆种""}",train,jade-synthetic-liveroom-v1
jade-gen-0079,data/generated_jade_liveroom_training_images/sample-0079.png,sample-0079.png,蓝水,玻璃种,戒指,,a jade ring with a jade cabochon mounted on a simple ring band,"soft daylight product photography, neutral gray background",liveroom,"jade livestream selling desk, presenter is speaking while pointing at the item, one hand and part of the upper body visible, face partially visible at the edge of frame, phone tripod and softbox reflections in the room","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a jade ring with a jade cabochon mounted on a simple ring band. jade livestream selling desk, presenter is speaking while pointing at the item, one hand and part of the upper body visible, face partially visible at the edge of frame, phone tripod and softbox reflections in the room. Material and color: blue-water jade, cool blue green with darker watery tone. Water quality: glass-type jade, very high transparency, glass-like clarity, minimal grain. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. soft daylight product photography, neutral gray background.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""蓝水"", ""style"": ""戒指"", ""theme"": """", ""water"": ""玻璃种""}",train,jade-synthetic-liveroom-v1
jade-gen-0080,data/generated_jade_liveroom_training_images/sample-0080.png,sample-0080.png,蓝水,高冰,挂件,观音,"a carved jade pendant of Guanyin, full carving visible","studio product photo, softbox reflection, matte black background",liveroom,"busy live sales counter, host holding the jade item above a velvet tray, human hand, wrist, upper body and face visible as natural distractors, other jade pieces softly blurred in the background","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a carved jade pendant of Guanyin, full carving visible. busy live sales counter, host holding the jade item above a velvet tray, human hand, wrist, upper body and face visible as natural distractors, other jade pieces softly blurred in the background. Material and color: blue-water jade, cool blue green with darker watery tone. Water quality: high-ice jade, very translucent, strong luster, fine clean texture. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. studio product photo, softbox reflection, matte black background.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""蓝水"", ""style"": ""挂件"", ""theme"": ""观音"", ""water"": ""高冰""}",val,jade-synthetic-liveroom-v1
jade-gen-0081,data/generated_jade_liveroom_training_images/sample-0081.png,sample-0081.png,蓝水,冰种,挂件,佛公,"a carved jade pendant of laughing Buddha, rounded belly visible","macro product photography, white acrylic base, clean shadow",liveroom,"live-stream jade sales room, a host is talking about the jade item, upper body and face visible behind the product, one hand holding the jade close to the camera, soft ring light reflection, display trays in the background","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a carved jade pendant of laughing Buddha, rounded belly visible. live-stream jade sales room, a host is talking about the jade item, upper body and face visible behind the product, one hand holding the jade close to the camera, soft ring light reflection, display trays in the background. Material and color: blue-water jade, cool blue green with darker watery tone. Water quality: ice-type jade, translucent and clean, visible watery depth. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. macro product photography, white acrylic base, clean shadow.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""蓝水"", ""style"": ""挂件"", ""theme"": ""佛公"", ""water"": ""冰种""}",train,jade-synthetic-liveroom-v1
jade-gen-0082,data/generated_jade_liveroom_training_images/sample-0082.png,sample-0082.png,蓝水,糯冰,挂件,如意,a carved jade ruyi pendant with curved ruyi silhouette,"jewelry catalog photo, warm side light, beige stone surface",liveroom,"vertical live-commerce room scene, a female presenter is explaining the jade piece, face and torso visible but slightly behind focus, both hands presenting the jade under bright studio lights, blurred shelves of jewelry in the background","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a carved jade ruyi pendant with curved ruyi silhouette. vertical live-commerce room scene, a female presenter is explaining the jade piece, face and torso visible but slightly behind focus, both hands presenting the jade under bright studio lights, blurred shelves of jewelry in the background. Material and color: blue-water jade, cool blue green with darker watery tone. Water quality: waxy-ice jade, semi-translucent, slightly cloudy but still icy. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. jewelry catalog photo, warm side light, beige stone surface.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""蓝水"", ""style"": ""挂件"", ""theme"": ""如意"", ""water"": ""糯冰""}",train,jade-synthetic-liveroom-v1
jade-gen-0083,data/generated_jade_liveroom_training_images/sample-0083.png,sample-0083.png,蓝水,糯种,挂件,叶子,a carved jade leaf pendant with leaf veins visible,"soft daylight product photography, neutral gray background",liveroom,"jade livestream selling desk, presenter is speaking while pointing at the item, one hand and part of the upper body visible, face partially visible at the edge of frame, phone tripod and softbox reflections in the room","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a carved jade leaf pendant with leaf veins visible. jade livestream selling desk, presenter is speaking while pointing at the item, one hand and part of the upper body visible, face partially visible at the edge of frame, phone tripod and softbox reflections in the room. Material and color: blue-water jade, cool blue green with darker watery tone. Water quality: waxy jade, soft cloudy translucency, fine waxy texture. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. soft daylight product photography, neutral gray background.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""蓝水"", ""style"": ""挂件"", ""theme"": ""叶子"", ""water"": ""糯种""}",train,jade-synthetic-liveroom-v1
jade-gen-0084,data/generated_jade_liveroom_training_images/sample-0084.png,sample-0084.png,蓝水,豆种,挂件,山水,a rectangular jade landscape plaque pendant with mountain and water relief carving,"studio product photo, softbox reflection, matte black background",liveroom,"busy live sales counter, host holding the jade item above a velvet tray, human hand, wrist, upper body and face visible as natural distractors, other jade pieces softly blurred in the background","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a rectangular jade landscape plaque pendant with mountain and water relief carving. busy live sales counter, host holding the jade item above a velvet tray, human hand, wrist, upper body and face visible as natural distractors, other jade pieces softly blurred in the background. Material and color: blue-water jade, cool blue green with darker watery tone. Water quality: bean-type jade, low translucency, visible granular texture. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. studio product photo, softbox reflection, matte black background.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""蓝水"", ""style"": ""挂件"", ""theme"": ""山水"", ""water"": ""豆种""}",train,jade-synthetic-liveroom-v1
jade-gen-0085,data/generated_jade_liveroom_training_images/sample-0085.png,sample-0085.png,晴水,高冰,挂件,貔貅,"a carved jade pixiu pendant, mythical beast silhouette visible","jewelry catalog photo, warm side light, beige stone surface",liveroom,"live-stream jade sales room, a host is talking about the jade item, upper body and face visible behind the product, one hand holding the jade close to the camera, soft ring light reflection, display trays in the background","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a carved jade pixiu pendant, mythical beast silhouette visible. live-stream jade sales room, a host is talking about the jade item, upper body and face visible behind the product, one hand holding the jade close to the camera, soft ring light reflection, display trays in the background. Material and color: qingshui jade, pale clear blue-green like calm water. Water quality: high-ice jade, very translucent, strong luster, fine clean texture. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. jewelry catalog photo, warm side light, beige stone surface.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""晴水"", ""style"": ""挂件"", ""theme"": ""貔貅"", ""water"": ""高冰""}",train,jade-synthetic-liveroom-v1
jade-gen-0086,data/generated_jade_liveroom_training_images/sample-0086.png,sample-0086.png,晴水,冰种,挂件,葫芦,a carved jade gourd pendant with double-lobed gourd shape,"soft daylight product photography, neutral gray background",liveroom,"vertical live-commerce room scene, a female presenter is explaining the jade piece, face and torso visible but slightly behind focus, both hands presenting the jade under bright studio lights, blurred shelves of jewelry in the background","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a carved jade gourd pendant with double-lobed gourd shape. vertical live-commerce room scene, a female presenter is explaining the jade piece, face and torso visible but slightly behind focus, both hands presenting the jade under bright studio lights, blurred shelves of jewelry in the background. Material and color: qingshui jade, pale clear blue-green like calm water. Water quality: ice-type jade, translucent and clean, visible watery depth. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. soft daylight product photography, neutral gray background.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""晴水"", ""style"": ""挂件"", ""theme"": ""葫芦"", ""water"": ""冰种""}",train,jade-synthetic-liveroom-v1
jade-gen-0087,data/generated_jade_liveroom_training_images/sample-0087.png,sample-0087.png,晴水,糯冰,挂件,龙,a carved jade dragon plaque pendant with dragon relief visible,"studio product photo, softbox reflection, matte black background",liveroom,"jade livestream selling desk, presenter is speaking while pointing at the item, one hand and part of the upper body visible, face partially visible at the edge of frame, phone tripod and softbox reflections in the room","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a carved jade dragon plaque pendant with dragon relief visible. jade livestream selling desk, presenter is speaking while pointing at the item, one hand and part of the upper body visible, face partially visible at the edge of frame, phone tripod and softbox reflections in the room. Material and color: qingshui jade, pale clear blue-green like calm water. Water quality: waxy-ice jade, semi-translucent, slightly cloudy but still icy. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. studio product photo, softbox reflection, matte black background.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""晴水"", ""style"": ""挂件"", ""theme"": ""龙"", ""water"": ""糯冰""}",train,jade-synthetic-liveroom-v1
jade-gen-0088,data/generated_jade_liveroom_training_images/sample-0088.png,sample-0088.png,晴水,糯种,挂件,福瓜,a carved jade melon pendant with ribbed melon form,"macro product photography, white acrylic base, clean shadow",liveroom,"busy live sales counter, host holding the jade item above a velvet tray, human hand, wrist, upper body and face visible as natural distractors, other jade pieces softly blurred in the background","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a carved jade melon pendant with ribbed melon form. busy live sales counter, host holding the jade item above a velvet tray, human hand, wrist, upper body and face visible as natural distractors, other jade pieces softly blurred in the background. Material and color: qingshui jade, pale clear blue-green like calm water. Water quality: waxy jade, soft cloudy translucency, fine waxy texture. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. macro product photography, white acrylic base, clean shadow.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""晴水"", ""style"": ""挂件"", ""theme"": ""福瓜"", ""water"": ""糯种""}",train,jade-synthetic-liveroom-v1
jade-gen-0089,data/generated_jade_liveroom_training_images/sample-0089.png,sample-0089.png,晴水,豆种,挂件,无事牌,"a plain rectangular jade plaque pendant, smooth face, no carved figure","jewelry catalog photo, warm side light, beige stone surface",liveroom,"live-stream jade sales room, a host is talking about the jade item, upper body and face visible behind the product, one hand holding the jade close to the camera, soft ring light reflection, display trays in the background","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a plain rectangular jade plaque pendant, smooth face, no carved figure. live-stream jade sales room, a host is talking about the jade item, upper body and face visible behind the product, one hand holding the jade close to the camera, soft ring light reflection, display trays in the background. Material and color: qingshui jade, pale clear blue-green like calm water. Water quality: bean-type jade, low translucency, visible granular texture. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. jewelry catalog photo, warm side light, beige stone surface.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""晴水"", ""style"": ""挂件"", ""theme"": ""无事牌"", ""water"": ""豆种""}",train,jade-synthetic-liveroom-v1
jade-gen-0090,data/generated_jade_liveroom_training_images/sample-0090.png,sample-0090.png,晴水,玻璃种,吊坠,,"a small simple jade drop pendant with polished surface, no figurative carving","soft daylight product photography, neutral gray background",liveroom,"vertical live-commerce room scene, a female presenter is explaining the jade piece, face and torso visible but slightly behind focus, both hands presenting the jade under bright studio lights, blurred shelves of jewelry in the background","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a small simple jade drop pendant with polished surface, no figurative carving. vertical live-commerce room scene, a female presenter is explaining the jade piece, face and torso visible but slightly behind focus, both hands presenting the jade under bright studio lights, blurred shelves of jewelry in the background. Material and color: qingshui jade, pale clear blue-green like calm water. Water quality: glass-type jade, very high transparency, glass-like clarity, minimal grain. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. soft daylight product photography, neutral gray background.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""晴水"", ""style"": ""吊坠"", ""theme"": """", ""water"": ""玻璃种""}",val,jade-synthetic-liveroom-v1
jade-gen-0091,data/generated_jade_liveroom_training_images/sample-0091.png,sample-0091.png,晴水,高冰,手镯,,"a single complete jade bangle bracelet lying flat, full ring visible","studio product photo, softbox reflection, matte black background",liveroom,"jade livestream selling desk, presenter is speaking while pointing at the item, one hand and part of the upper body visible, face partially visible at the edge of frame, phone tripod and softbox reflections in the room","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a single complete jade bangle bracelet lying flat, full ring visible. jade livestream selling desk, presenter is speaking while pointing at the item, one hand and part of the upper body visible, face partially visible at the edge of frame, phone tripod and softbox reflections in the room. Material and color: qingshui jade, pale clear blue-green like calm water. Water quality: high-ice jade, very translucent, strong luster, fine clean texture. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. studio product photo, softbox reflection, matte black background.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""晴水"", ""style"": ""手镯"", ""theme"": """", ""water"": ""高冰""}",train,jade-synthetic-liveroom-v1
jade-gen-0092,data/generated_jade_liveroom_training_images/sample-0092.png,sample-0092.png,晴水,冰种,手镯,,a round jade bangle standing slightly upright on a small acrylic rest,"macro product photography, white acrylic base, clean shadow",liveroom,"busy live sales counter, host holding the jade item above a velvet tray, human hand, wrist, upper body and face visible as natural distractors, other jade pieces softly blurred in the background","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a round jade bangle standing slightly upright on a small acrylic rest. busy live sales counter, host holding the jade item above a velvet tray, human hand, wrist, upper body and face visible as natural distractors, other jade pieces softly blurred in the background. Material and color: qingshui jade, pale clear blue-green like calm water. Water quality: ice-type jade, translucent and clean, visible watery depth. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. macro product photography, white acrylic base, clean shadow.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""晴水"", ""style"": ""手镯"", ""theme"": """", ""water"": ""冰种""}",train,jade-synthetic-liveroom-v1
jade-gen-0093,data/generated_jade_liveroom_training_images/sample-0093.png,sample-0093.png,晴水,糯冰,平安扣,,"a round jade safety buckle pendant, circular disc with a clean central hole","jewelry catalog photo, warm side light, beige stone surface",liveroom,"live-stream jade sales room, a host is talking about the jade item, upper body and face visible behind the product, one hand holding the jade close to the camera, soft ring light reflection, display trays in the background","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a round jade safety buckle pendant, circular disc with a clean central hole. live-stream jade sales room, a host is talking about the jade item, upper body and face visible behind the product, one hand holding the jade close to the camera, soft ring light reflection, display trays in the background. Material and color: qingshui jade, pale clear blue-green like calm water. Water quality: waxy-ice jade, semi-translucent, slightly cloudy but still icy. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. jewelry catalog photo, warm side light, beige stone surface.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""晴水"", ""style"": ""平安扣"", ""theme"": """", ""water"": ""糯冰""}",train,jade-synthetic-liveroom-v1
jade-gen-0094,data/generated_jade_liveroom_training_images/sample-0094.png,sample-0094.png,晴水,糯种,珠串,,"a jade bead bracelet, individual polished round beads clearly visible","soft daylight product photography, neutral gray background",liveroom,"vertical live-commerce room scene, a female presenter is explaining the jade piece, face and torso visible but slightly behind focus, both hands presenting the jade under bright studio lights, blurred shelves of jewelry in the background","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a jade bead bracelet, individual polished round beads clearly visible. vertical live-commerce room scene, a female presenter is explaining the jade piece, face and torso visible but slightly behind focus, both hands presenting the jade under bright studio lights, blurred shelves of jewelry in the background. Material and color: qingshui jade, pale clear blue-green like calm water. Water quality: waxy jade, soft cloudy translucency, fine waxy texture. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. soft daylight product photography, neutral gray background.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""晴水"", ""style"": ""珠串"", ""theme"": """", ""water"": ""糯种""}",train,jade-synthetic-liveroom-v1
jade-gen-0095,data/generated_jade_liveroom_training_images/sample-0095.png,sample-0095.png,晴水,豆种,蛋面,,"a loose oval jade cabochon gemstone, domed top, no metal setting","studio product photo, softbox reflection, matte black background",liveroom,"jade livestream selling desk, presenter is speaking while pointing at the item, one hand and part of the upper body visible, face partially visible at the edge of frame, phone tripod and softbox reflections in the room","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a loose oval jade cabochon gemstone, domed top, no metal setting. jade livestream selling desk, presenter is speaking while pointing at the item, one hand and part of the upper body visible, face partially visible at the edge of frame, phone tripod and softbox reflections in the room. Material and color: qingshui jade, pale clear blue-green like calm water. Water quality: bean-type jade, low translucency, visible granular texture. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. studio product photo, softbox reflection, matte black background.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""晴水"", ""style"": ""蛋面"", ""theme"": """", ""water"": ""豆种""}",train,jade-synthetic-liveroom-v1
jade-gen-0096,data/generated_jade_liveroom_training_images/sample-0096.png,sample-0096.png,晴水,玻璃种,戒面,,"a polished oval jade ring-face stone, flatter than a cabochon, no metal setting","macro product photography, white acrylic base, clean shadow",liveroom,"busy live sales counter, host holding the jade item above a velvet tray, human hand, wrist, upper body and face visible as natural distractors, other jade pieces softly blurred in the background","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a polished oval jade ring-face stone, flatter than a cabochon, no metal setting. busy live sales counter, host holding the jade item above a velvet tray, human hand, wrist, upper body and face visible as natural distractors, other jade pieces softly blurred in the background. Material and color: qingshui jade, pale clear blue-green like calm water. Water quality: glass-type jade, very high transparency, glass-like clarity, minimal grain. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. macro product photography, white acrylic base, clean shadow.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""晴水"", ""style"": ""戒面"", ""theme"": """", ""water"": ""玻璃种""}",train,jade-synthetic-liveroom-v1
